id_transaction,date,produit,quantite,prix_unitaire,vendeur,zone_client,mode_paiement,montant_fcfa
TXN18606,2024-05-07,Lait en poudre (400g),1,1500,Bamba E.,Marcory,Mobile Money,1500
TXN18607,2024-06-07,Huile végétale (5L),17,2000,Bamba E.,Plateau,Mobile Money,34000
TXN18608,2024-01-21,Sardines en boîte,10,1200,,Adjamé,Carte bancaire,12000
TXN18609,2024-06-20,Sucre (1kg),18,500,Adjoua B.,Cocody,Mobile Money,9000
TXN18610,2024-01-22,Huile végétale (5L),19,2000,Koffi C.,Marcory,Carte bancaire,38000
TXN18611,2024-05-12,Lait en poudre (400g),9,1500,Adjoua B.,Adjamé,Carte bancaire,13500
TXN18612,2024-05-16,Huile végétale (5L),2,2000,Bamba E.,Plateau,Espèces,4000
TXN18613,2024-01-15,Riz (sac 25kg),16,3500,Koffi C.,,Mobile Money,56000
TXN18614,2024-01-23,Farine de blé (1kg),6,750,Adjoua B.,Adjamé,Mobile Money,4500
TXN18615,2024-06-01,Riz (sac 25kg),8,3500,Aminata D.,Plateau,Mobile Money,28000
TXN18616,2024-03-11,Farine de blé (1kg),8,750,Adjoua B.,Plateau,Mobile Money,6000
TXN18617,2024-05-19,Eau minérale (1.5L),11,500,Koffi C.,Adjamé,Mobile Money,5500
TXN18618,2024-06-22,Lait en poudre (400g),13,1500,Adjoua B.,Adjamé,Mobile Money,19500
TXN18619,2024-04-24,Sucre (1kg),1,500,Adjoua B.,Plateau,Mobile Money,500
TXN18620,2024-01-12,Sucre (1kg),4,500,Aminata D.,Yopougon,Espèces,2000
TXN18621,2024-05-11,Tomate concentrée,12,500,,Cocody,Mobile Money,6000
TXN18622,2024-02-26,Lait en poudre (400g),2,1500,Koffi C.,Cocody,Carte bancaire,3000
TXN18623,2024-05-04,Tomate concentrée,3,500,Bamba E.,Marcory,Carte bancaire,1500
TXN18624,2024-04-26,Farine de blé (1kg),9,750,Koffi C.,Plateau,Espèces,6750
TXN18625,2024-01-31,Eau minérale (1.5L),4,500,Kouamé A.,Yopougon,Espèces,2000
TXN18626,2024-06-15,Tomate concentrée,8,500,Kouamé A.,Marcory,Espèces,4000
TXN18627,2024-06-29,Tomate concentrée,12,500,Aminata D.,,Espèces,6000
TXN18628,2024-02-14,Sardines en boîte,16,1200,Kouamé A.,Yopougon,Mobile Money,19200
TXN18629,2024-04-21,Eau minérale (1.5L),15,500,Aminata D.,Plateau,Mobile Money,7500
TXN18630,2024-05-12,Sardines en boîte,11,1200,Koffi C.,Adjamé,Carte bancaire,13200
TXN18631,2024-02-03,Lait en poudre (400g),7,1500,Kouamé A.,Plateau,Espèces,10500
TXN18632,2024-05-13,Savon de ménage,8,1000,Bamba E.,Marcory,Mobile Money,8000
TXN18633,2024-01-10,Savon de ménage,14,1000,Aminata D.,Adjamé,Carte bancaire,14000
TXN18634,2024-01-15,Lait en poudre (400g),1,1500,Adjoua B.,Yopougon,Mobile Money,1500
TXN18635,2024-06-21,Lait en poudre (400g),8,1500,,Cocody,Espèces,12000
TXN18636,2024-02-11,Tomate concentrée,18,500,Kouamé A.,Marcory,Espèces,9000
TXN18637,2024-01-03,Eau minérale (1.5L),18,500,Bamba E.,Adjamé,Carte bancaire,9000
TXN18638,2024-01-16,Sucre (1kg),10,500,Koffi C.,Yopougon,Carte bancaire,5000
TXN18639,2024-06-10,Riz (sac 25kg),15,3500,Aminata D.,Plateau,Carte bancaire,52500
TXN18640,2024-06-28,Sucre (1kg),10,500,Koffi C.,Plateau,Mobile Money,5000
TXN18641,2024-03-24,Sucre (1kg),11,500,Bamba E.,Adjamé,Carte bancaire,5500
TXN18642,2024-03-22,Sardines en boîte,17,1200,Adjoua B.,Marcory,Carte bancaire,20400
TXN18643,2024-01-04,Savon de ménage,2,1000,Koffi C.,Plateau,Mobile Money,2000
TXN18644,2024-05-10,Sardines en boîte,14,1200,Aminata D.,Adjamé,Mobile Money,16800
TXN18645,2024-04-14,Farine de blé (1kg),1,750,Aminata D.,Cocody,Espèces,750
TXN18646,2024-05-25,Sucre (1kg),1,500,Adjoua B.,Adjamé,Mobile Money,500
TXN18647,2024-01-12,Riz (sac 25kg),14,3500,Adjoua B.,Marcory,Espèces,49000
TXN18648,2024-03-09,Farine de blé (1kg),18,750,Koffi C.,Cocody,Espèces,13500
TXN18649,2024-01-26,Sucre (1kg),8,500,Bamba E.,Plateau,Mobile Money,4000
TXN18650,2024-06-18,Tomate concentrée,9,500,Adjoua B.,Marcory,Mobile Money,4500
TXN18651,2024-02-13,Eau minérale (1.5L),11,500,Kouamé A.,Adjamé,Carte bancaire,5500
TXN18652,2024-05-06,Savon de ménage,14,1000,Koffi C.,Adjamé,Mobile Money,14000
TXN18653,2024-05-17,Eau minérale (1.5L),9,500,,Marcory,Carte bancaire,4500
TXN18654,2024-02-01,Eau minérale (1.5L),3,500,Aminata D.,Yopougon,Mobile Money,1500
TXN18655,2024-04-21,Sucre (1kg),13,500,Bamba E.,Cocody,Mobile Money,6500
TXN18656,2024-02-12,Farine de blé (1kg),11,750,Aminata D.,Marcory,Mobile Money,8250
TXN18657,2024-01-24,Tomate concentrée,2,500,Aminata D.,Yopougon,Carte bancaire,1000
TXN18658,2024-04-02,Lait en poudre (400g),16,1500,Aminata D.,Cocody,Mobile Money,24000
TXN18659,2024-03-30,Savon de ménage,8,1000,Adjoua B.,Plateau,Carte bancaire,8000
TXN18660,2024-06-17,Sardines en boîte,14,1200,Koffi C.,Plateau,Mobile Money,16800
TXN18661,2024-06-25,Savon de ménage,3,1000,Bamba E.,Adjamé,Mobile Money,3000
TXN18662,2024-02-05,Huile végétale (5L),5,2000,Aminata D.,,Espèces,10000
TXN18663,2024-03-21,Riz (sac 25kg),11,3500,Aminata D.,Cocody,Mobile Money,38500
TXN18664,2024-05-27,Huile végétale (5L),16,2000,Bamba E.,Adjamé,Mobile Money,32000
TXN18665,2024-04-14,Sucre (1kg),10,500,Adjoua B.,Marcory,Espèces,5000
TXN18666,2024-02-21,Lait en poudre (400g),7,1500,Bamba E.,Plateau,Mobile Money,10500
TXN18667,2024-04-21,Lait en poudre (400g),16,1500,Adjoua B.,Adjamé,Espèces,24000
TXN18668,2024-01-23,Huile végétale (5L),17,2000,Adjoua B.,Cocody,Carte bancaire,34000
TXN18669,2024-04-12,Riz (sac 25kg),10,3500,Koffi C.,Yopougon,Espèces,35000
TXN18670,2024-06-03,Sardines en boîte,17,1200,Adjoua B.,Plateau,Carte bancaire,20400
TXN18671,2024-01-16,Huile végétale (5L),3,2000,,Yopougon,Carte bancaire,6000
TXN18672,2024-02-13,Sardines en boîte,12,1200,Koffi C.,Cocody,Espèces,14400
TXN18673,2024-05-17,Tomate concentrée,18,500,Adjoua B.,Yopougon,Carte bancaire,9000
TXN18674,2024-01-19,Savon de ménage,16,1000,Kouamé A.,Yopougon,Carte bancaire,16000
TXN18675,2024-04-12,Sucre (1kg),16,500,Kouamé A.,Marcory,Espèces,8000
TXN18676,2024-02-20,Savon de ménage,12,1000,Adjoua B.,Marcory,Mobile Money,12000
TXN18677,2024-01-14,Sardines en boîte,11,1200,Kouamé A.,Cocody,Mobile Money,13200
TXN18678,2024-04-30,Lait en poudre (400g),16,1500,Adjoua B.,Plateau,Carte bancaire,24000
TXN18679,2024-02-22,Lait en poudre (400g),19,1500,Aminata D.,Adjamé,Carte bancaire,28500
TXN18680,2024-01-25,Huile végétale (5L),8,2000,Kouamé A.,Marcory,Carte bancaire,16000
TXN18681,2024-03-04,Sucre (1kg),13,500,Koffi C.,Marcory,Carte bancaire,6500
TXN18682,2024-03-11,Lait en poudre (400g),15,1500,Bamba E.,Plateau,Carte bancaire,22500
TXN18683,2024-01-21,Sardines en boîte,10,1200,Koffi C.,Plateau,Mobile Money,12000
TXN18684,2024-04-12,Sardines en boîte,4,1200,Koffi C.,Cocody,Carte bancaire,4800
TXN18685,2024-01-15,Huile végétale (5L),8,2000,Aminata D.,Yopougon,Espèces,16000
TXN18686,2024-04-02,Eau minérale (1.5L),16,500,Kouamé A.,Cocody,Mobile Money,8000
TXN18687,2024-05-07,Huile végétale (5L),10,2000,Adjoua B.,Plateau,Carte bancaire,20000
TXN18688,2024-04-24,Savon de ménage,10,1000,Kouamé A.,Cocody,Carte bancaire,10000
TXN18689,2024-03-22,Tomate concentrée,11,500,Aminata D.,Marcory,Mobile Money,5500
TXN18690,2024-03-17,Lait en poudre (400g),1,1500,Aminata D.,Adjamé,Mobile Money,1500
TXN18691,2024-01-28,Lait en poudre (400g),9,1500,Bamba E.,Yopougon,Mobile Money,13500
TXN18692,2024-02-29,Farine de blé (1kg),17,750,Koffi C.,Yopougon,Espèces,12750
TXN18693,2024-01-08,Eau minérale (1.5L),14,500,Kouamé A.,Marcory,Mobile Money,7000
TXN18694,2024-05-09,Farine de blé (1kg),17,750,Adjoua B.,Marcory,Carte bancaire,12750
TXN18695,2024-02-20,Lait en poudre (400g),10,1500,,Marcory,Espèces,15000
TXN18696,2024-01-23,Lait en poudre (400g),7,1500,Aminata D.,Plateau,Carte bancaire,10500
TXN18697,2024-02-25,Eau minérale (1.5L),5,500,Bamba E.,Marcory,Mobile Money,2500
TXN18698,2024-04-24,Tomate concentrée,18,500,Aminata D.,Plateau,Espèces,9000
TXN18699,2024-02-27,Savon de ménage,1,1000,Adjoua B.,Yopougon,Mobile Money,1000
TXN18700,2024-03-07,Sucre (1kg),8,500,Bamba E.,Yopougon,Espèces,4000
TXN18701,2024-06-15,Sucre (1kg),19,500,Aminata D.,Marcory,Carte bancaire,9500
TXN18702,2024-04-13,Sucre (1kg),1,500,Koffi C.,Cocody,Mobile Money,500
TXN18703,2024-03-15,Huile végétale (5L),17,2000,,,Carte bancaire,34000
TXN18704,2024-04-11,Sardines en boîte,8,1200,Kouamé A.,Marcory,Espèces,9600
TXN18705,2024-04-10,Tomate concentrée,10,500,Aminata D.,Plateau,Espèces,5000
TXN18706,2024-06-20,Riz (sac 25kg),8,3500,Koffi C.,Marcory,Mobile Money,28000
TXN18707,2024-04-09,Tomate concentrée,2,500,Adjoua B.,Adjamé,Mobile Money,1000
TXN18708,2024-05-22,Riz (sac 25kg),14,3500,Aminata D.,Cocody,Mobile Money,49000
TXN18709,2024-05-23,Riz (sac 25kg),7,3500,Bamba E.,Plateau,Mobile Money,24500
TXN18710,2024-02-18,Riz (sac 25kg),14,3500,Bamba E.,Cocody,Espèces,49000
TXN18711,2024-03-22,Savon de ménage,13,1000,Koffi C.,Cocody,Mobile Money,13000
TXN18712,2024-04-25,Lait en poudre (400g),2,1500,Bamba E.,Cocody,Mobile Money,3000
TXN18713,2024-05-24,Huile végétale (5L),5,2000,Adjoua B.,Cocody,Carte bancaire,10000
TXN18714,2024-06-06,Eau minérale (1.5L),1,500,,Plateau,Mobile Money,500
TXN18715,2024-02-25,Huile végétale (5L),1,2000,Kouamé A.,Plateau,Carte bancaire,2000
TXN18716,2024-05-22,Riz (sac 25kg),18,3500,Aminata D.,Plateau,Carte bancaire,63000
TXN18717,2024-06-13,Sardines en boîte,14,1200,Adjoua B.,Marcory,Espèces,16800
TXN18718,2024-02-19,Huile végétale (5L),19,2000,Kouamé A.,Plateau,Espèces,38000
TXN18719,2024-04-12,Sardines en boîte,15,1200,Koffi C.,Yopougon,Mobile Money,18000
TXN18720,2024-02-26,Eau minérale (1.5L),7,500,Aminata D.,Plateau,Carte bancaire,3500
TXN18721,2024-03-23,Tomate concentrée,17,500,Aminata D.,Plateau,Mobile Money,8500
TXN18722,2024-04-11,Eau minérale (1.5L),8,500,Bamba E.,Cocody,Carte bancaire,4000
TXN18723,2024-03-28,Lait en poudre (400g),4,1500,Koffi C.,Adjamé,Carte bancaire,6000
TXN18724,2024-03-21,Sucre (1kg),18,500,Aminata D.,Marcory,Espèces,9000
TXN18725,2024-05-21,Sucre (1kg),2,500,Adjoua B.,Marcory,Mobile Money,1000
TXN18726,2024-03-07,Tomate concentrée,5,500,Bamba E.,Marcory,Mobile Money,2500
TXN18727,2024-06-06,Farine de blé (1kg),5,750,Kouamé A.,Cocody,Mobile Money,3750
TXN18728,2024-03-28,Eau minérale (1.5L),12,500,Aminata D.,Cocody,Carte bancaire,6000
TXN18729,2024-05-04,Eau minérale (1.5L),1,500,Koffi C.,Marcory,Carte bancaire,500
TXN18730,2024-01-26,Eau minérale (1.5L),19,500,Kouamé A.,Plateau,Carte bancaire,9500
TXN18731,2024-01-11,Huile végétale (5L),17,2000,Kouamé A.,Marcory,Espèces,34000
TXN18732,2024-03-06,Riz (sac 25kg),15,3500,Adjoua B.,Marcory,Mobile Money,52500
TXN18733,2024-05-21,Eau minérale (1.5L),7,500,,Marcory,Espèces,3500
TXN18734,2024-01-02,Riz (sac 25kg),16,3500,Kouamé A.,Yopougon,Carte bancaire,56000
TXN18735,2024-05-05,Sucre (1kg),16,500,,Plateau,Espèces,8000
TXN18736,2024-05-26,Eau minérale (1.5L),15,500,Kouamé A.,Yopougon,Espèces,7500
TXN18737,2024-05-31,Sardines en boîte,3,1200,Bamba E.,Marcory,Mobile Money,3600
TXN18738,2024-03-03,Lait en poudre (400g),6,1500,Kouamé A.,Plateau,Espèces,9000
TXN18739,2024-04-03,Farine de blé (1kg),10,750,Kouamé A.,Marcory,Espèces,7500
TXN18740,2024-03-04,Tomate concentrée,6,500,Aminata D.,Adjamé,Mobile Money,3000
TXN18741,2024-03-04,Huile végétale (5L),4,2000,Koffi C.,Cocody,Espèces,8000
TXN18742,2024-04-14,Sardines en boîte,12,1200,Kouamé A.,Plateau,Espèces,14400
TXN18743,2024-04-20,Tomate concentrée,3,500,,Plateau,Carte bancaire,1500
TXN18744,2024-03-06,Sucre (1kg),10,500,Aminata D.,Plateau,Carte bancaire,5000
TXN18745,2024-01-19,Eau minérale (1.5L),10,500,Aminata D.,Adjamé,Espèces,5000
TXN18746,2024-02-12,Farine de blé (1kg),2,750,Aminata D.,Plateau,Carte bancaire,1500
TXN18747,2024-06-20,Sucre (1kg),15,500,Bamba E.,Marcory,Mobile Money,7500
TXN18748,2024-06-24,Farine de blé (1kg),2,750,Koffi C.,Adjamé,Carte bancaire,1500
TXN18749,2024-05-05,Tomate concentrée,19,500,Adjoua B.,Plateau,Espèces,9500
TXN18750,2024-05-09,Lait en poudre (400g),18,1500,Koffi C.,Cocody,Carte bancaire,27000
TXN18751,2024-06-11,Eau minérale (1.5L),19,500,Koffi C.,Adjamé,Carte bancaire,9500
TXN18752,2024-03-23,Eau minérale (1.5L),9,500,Aminata D.,Cocody,Espèces,4500
TXN18753,2024-04-13,Eau minérale (1.5L),14,500,Koffi C.,Plateau,Mobile Money,7000
TXN18754,2024-05-23,Huile végétale (5L),5,2000,Bamba E.,Cocody,Carte bancaire,10000
TXN18755,2024-01-21,Tomate concentrée,7,500,Kouamé A.,Cocody,Mobile Money,3500
TXN18756,2024-02-11,Huile végétale (5L),11,2000,Aminata D.,Plateau,Mobile Money,22000
TXN18757,2024-05-22,Sucre (1kg),3,500,Adjoua B.,,Mobile Money,1500
TXN18758,2024-02-07,Lait en poudre (400g),13,1500,Koffi C.,Adjamé,Mobile Money,19500
TXN18759,2024-06-15,Sardines en boîte,11,1200,Kouamé A.,Plateau,Espèces,13200
TXN18760,2024-01-17,Eau minérale (1.5L),11,500,Kouamé A.,Adjamé,Carte bancaire,5500
TXN18761,2024-05-04,Sucre (1kg),1,500,Bamba E.,Yopougon,Mobile Money,500
TXN18762,2024-06-19,Tomate concentrée,15,500,Kouamé A.,Yopougon,Espèces,7500
TXN18763,2024-06-09,Sardines en boîte,19,1200,Kouamé A.,Adjamé,Espèces,22800
TXN18764,2024-03-23,Huile végétale (5L),5,2000,Kouamé A.,Yopougon,Mobile Money,10000
TXN18765,2024-03-19,Farine de blé (1kg),10,750,Aminata D.,Plateau,Mobile Money,7500
TXN18766,2024-03-08,Huile végétale (5L),7,2000,Bamba E.,Adjamé,Mobile Money,14000
TXN18767,2024-04-17,Sardines en boîte,19,1200,Adjoua B.,,Carte bancaire,22800
TXN18768,2024-04-20,Farine de blé (1kg),2,750,Koffi C.,Adjamé,Mobile Money,1500
TXN18769,2024-02-11,Riz (sac 25kg),15,3500,Adjoua B.,Yopougon,Carte bancaire,52500
TXN18770,2024-06-15,Sardines en boîte,7,1200,Kouamé A.,Cocody,Espèces,8400
TXN18771,2024-03-10,Sucre (1kg),8,500,Bamba E.,Cocody,Espèces,4000
TXN18772,2024-02-09,Riz (sac 25kg),4,3500,Aminata D.,Cocody,Mobile Money,14000
TXN18773,2024-04-07,Lait en poudre (400g),13,1500,Koffi C.,Cocody,Mobile Money,19500
TXN18774,2024-03-20,Riz (sac 25kg),7,3500,Aminata D.,Marcory,Mobile Money,24500
TXN18775,2024-01-01,Sardines en boîte,19,1200,Aminata D.,Plateau,Espèces,22800
TXN18776,2024-04-01,Tomate concentrée,6,500,Adjoua B.,Cocody,Espèces,3000
TXN18777,2024-01-28,Riz (sac 25kg),15,3500,Adjoua B.,Adjamé,Mobile Money,52500
TXN18778,2024-02-08,Tomate concentrée,6,500,Koffi C.,Cocody,Mobile Money,3000
TXN18779,2024-01-10,Sardines en boîte,9,1200,Aminata D.,Adjamé,Espèces,10800
TXN18780,2024-04-13,Savon de ménage,7,1000,Koffi C.,Yopougon,Espèces,7000
TXN18781,2024-03-05,Sardines en boîte,10,1200,Bamba E.,Cocody,Mobile Money,12000
TXN18782,2024-05-04,Huile végétale (5L),17,2000,Kouamé A.,Marcory,Mobile Money,34000
TXN18783,2024-05-13,Huile végétale (5L),16,2000,Aminata D.,Cocody,Carte bancaire,32000
TXN18784,2024-05-03,Sardines en boîte,7,1200,,Marcory,Carte bancaire,8400
TXN18785,2024-02-08,Sucre (1kg),15,500,Adjoua B.,Plateau,Espèces,7500
TXN18786,2024-03-30,Huile végétale (5L),10,2000,Adjoua B.,Plateau,Carte bancaire,20000
TXN18787,2024-03-23,Farine de blé (1kg),10,750,Adjoua B.,Plateau,Mobile Money,7500
TXN18788,2024-01-03,Eau minérale (1.5L),13,500,Adjoua B.,Plateau,Carte bancaire,6500
TXN18789,2024-02-21,Huile végétale (5L),14,2000,Bamba E.,Plateau,Carte bancaire,28000
TXN18790,2024-04-07,Eau minérale (1.5L),17,500,Adjoua B.,Adjamé,Espèces,8500
TXN18791,2024-05-11,Sardines en boîte,12,1200,Kouamé A.,Plateau,Espèces,14400
TXN18792,2024-02-26,Sardines en boîte,2,1200,Bamba E.,Cocody,Mobile Money,2400
TXN18793,2024-01-12,Eau minérale (1.5L),8,500,Kouamé A.,Adjamé,Mobile Money,4000
TXN18794,2024-06-11,Lait en poudre (400g),16,1500,Koffi C.,Yopougon,Carte bancaire,24000
TXN18795,2024-05-31,Eau minérale (1.5L),18,500,Kouamé A.,Adjamé,Carte bancaire,9000
TXN18796,2024-06-29,Eau minérale (1.5L),18,500,Adjoua B.,Yopougon,Carte bancaire,9000
TXN18797,2024-03-15,Lait en poudre (400g),14,1500,Adjoua B.,Yopougon,Carte bancaire,21000
TXN18798,2024-01-06,Farine de blé (1kg),3,750,Kouamé A.,Marcory,Mobile Money,2250
TXN18799,2024-04-02,Sardines en boîte,12,1200,Aminata D.,Adjamé,Espèces,14400
TXN18800,2024-01-06,Eau minérale (1.5L),6,500,Bamba E.,Marcory,Espèces,3000
TXN18801,2024-03-07,Sardines en boîte,19,1200,Kouamé A.,Marcory,Espèces,22800
TXN18802,2024-04-06,Savon de ménage,11,1000,Koffi C.,Yopougon,Carte bancaire,11000
TXN18803,2024-04-08,Sucre (1kg),7,500,Koffi C.,Plateau,Mobile Money,3500
TXN18804,2024-02-16,Sardines en boîte,3,1200,Koffi C.,Marcory,Carte bancaire,3600
TXN18805,2024-02-17,Sardines en boîte,17,1200,Kouamé A.,Cocody,Mobile Money,20400
TXN18806,2024-06-13,Sardines en boîte,5,1200,Koffi C.,Cocody,Mobile Money,6000
TXN18807,2024-04-06,Eau minérale (1.5L),2,500,Adjoua B.,Adjamé,Espèces,1000
TXN18808,2024-02-13,Sardines en boîte,11,1200,Kouamé A.,Adjamé,Espèces,13200
TXN18809,2024-03-22,Sucre (1kg),16,500,Adjoua B.,Plateau,Espèces,8000
TXN18810,2024-03-15,Lait en poudre (400g),2,1500,Kouamé A.,Cocody,Carte bancaire,3000
TXN18811,2024-03-06,Tomate concentrée,14,500,Aminata D.,Marcory,Carte bancaire,7000
TXN18812,2024-03-06,Savon de ménage,6,1000,Aminata D.,Marcory,Espèces,6000
TXN18813,2024-05-19,Tomate concentrée,8,500,Kouamé A.,Marcory,Espèces,4000
TXN18814,2024-05-26,Savon de ménage,6,1000,Adjoua B.,Plateau,Mobile Money,6000
TXN18815,2024-02-18,Huile végétale (5L),9,2000,Koffi C.,Yopougon,Carte bancaire,18000
TXN18816,2024-04-15,Huile végétale (5L),12,2000,Adjoua B.,Plateau,Carte bancaire,24000
TXN18817,2024-03-29,Savon de ménage,11,1000,Kouamé A.,Marcory,Carte bancaire,11000
TXN18818,2024-04-10,Tomate concentrée,11,500,Aminata D.,Adjamé,Mobile Money,5500
TXN18819,2024-01-21,Sardines en boîte,9,1200,Bamba E.,Cocody,Mobile Money,10800
TXN18820,2024-02-11,Huile végétale (5L),1,2000,Kouamé A.,Cocody,Mobile Money,2000
TXN18821,2024-02-02,Huile végétale (5L),18,2000,Adjoua B.,Plateau,Mobile Money,36000
TXN18822,2024-05-14,Sardines en boîte,7,1200,Aminata D.,Plateau,Carte bancaire,8400
TXN18823,2024-05-19,Tomate concentrée,18,500,Bamba E.,Plateau,Espèces,9000
TXN18824,2024-06-13,Farine de blé (1kg),17,750,Bamba E.,Cocody,Mobile Money,12750
TXN18825,2024-03-12,Savon de ménage,6,1000,Aminata D.,Adjamé,Mobile Money,6000
TXN18826,2024-03-11,Savon de ménage,15,1000,Kouamé A.,Plateau,Carte bancaire,15000
TXN18827,2024-04-14,Huile végétale (5L),10,2000,Bamba E.,Cocody,Mobile Money,20000
TXN18828,2024-01-12,Savon de ménage,9,1000,Kouamé A.,Plateau,Mobile Money,9000
TXN18829,2024-02-26,Sucre (1kg),10,500,Koffi C.,Cocody,Carte bancaire,5000
TXN18830,2024-06-26,Savon de ménage,13,1000,Adjoua B.,Yopougon,Espèces,13000
TXN18831,2024-06-14,Eau minérale (1.5L),10,500,Aminata D.,Adjamé,Espèces,5000
TXN18832,2024-02-24,Sardines en boîte,5,1200,Adjoua B.,Marcory,Carte bancaire,6000
TXN18833,2024-02-08,Sardines en boîte,2,1200,Aminata D.,Cocody,Espèces,2400
TXN18834,2024-03-22,Tomate concentrée,13,500,Aminata D.,Marcory,Carte bancaire,6500
TXN18835,2024-06-05,Farine de blé (1kg),8,750,Koffi C.,Adjamé,Carte bancaire,6000
TXN18836,2024-04-01,Huile végétale (5L),8,2000,Bamba E.,Yopougon,Mobile Money,16000
TXN18837,2024-03-23,Farine de blé (1kg),8,750,Koffi C.,Marcory,Mobile Money,6000
TXN18838,2024-04-25,Tomate concentrée,18,500,Aminata D.,Plateau,Mobile Money,9000
TXN18839,2024-01-18,Savon de ménage,6,1000,Aminata D.,Plateau,Espèces,6000
TXN18840,2024-01-15,Riz (sac 25kg),14,3500,Adjoua B.,Adjamé,Mobile Money,49000
TXN18841,2024-02-06,Tomate concentrée,3,500,Kouamé A.,Plateau,Mobile Money,1500
TXN18842,2024-06-11,Sardines en boîte,19,1200,Koffi C.,Adjamé,Carte bancaire,22800
TXN18843,2024-01-18,Lait en poudre (400g),14,1500,,Plateau,Mobile Money,21000
TXN18844,2024-03-26,Riz (sac 25kg),16,3500,Adjoua B.,Plateau,Espèces,56000
TXN18845,2024-06-22,Farine de blé (1kg),1,750,Aminata D.,Yopougon,Carte bancaire,750
TXN18846,2024-01-03,Riz (sac 25kg),14,3500,Bamba E.,Plateau,Carte bancaire,49000
TXN18847,2024-02-11,Sardines en boîte,5,1200,Kouamé A.,Plateau,Carte bancaire,6000
TXN18848,2024-01-28,Lait en poudre (400g),8,1500,Kouamé A.,Marcory,Espèces,12000
TXN18849,2024-05-15,Sardines en boîte,4,1200,Adjoua B.,Cocody,Carte bancaire,4800
TXN18850,2024-05-19,Savon de ménage,18,1000,Adjoua B.,Cocody,Mobile Money,18000
TXN18851,2024-03-25,Sardines en boîte,8,1200,Adjoua B.,Yopougon,Espèces,9600
TXN18852,2024-04-07,Eau minérale (1.5L),12,500,Adjoua B.,,Carte bancaire,6000
TXN18853,2024-02-04,Farine de blé (1kg),3,750,Bamba E.,Adjamé,Mobile Money,2250
TXN18854,2024-05-05,Lait en poudre (400g),8,1500,Aminata D.,Yopougon,Espèces,12000
TXN18855,2024-02-20,Riz (sac 25kg),13,3500,Aminata D.,Yopougon,Espèces,45500
TXN18856,2024-06-07,Huile végétale (5L),19,2000,Aminata D.,Yopougon,Mobile Money,38000
TXN18857,2024-03-22,Farine de blé (1kg),1,750,Koffi C.,Adjamé,Mobile Money,750
TXN18858,2024-06-11,Sardines en boîte,8,1200,Bamba E.,Cocody,Mobile Money,9600
TXN18859,2024-06-25,Sardines en boîte,12,1200,Adjoua B.,Marcory,Mobile Money,14400
TXN18860,2024-02-15,Sardines en boîte,7,1200,Koffi C.,Marcory,Espèces,8400
TXN18861,2024-03-12,Sucre (1kg),9,500,Adjoua B.,Cocody,Mobile Money,4500
TXN18862,2024-03-30,Tomate concentrée,16,500,Aminata D.,Adjamé,Espèces,8000
TXN18863,2024-03-03,Riz (sac 25kg),8,3500,Kouamé A.,Adjamé,Carte bancaire,28000
TXN18864,2024-01-02,Huile végétale (5L),19,2000,Koffi C.,Adjamé,Mobile Money,38000
TXN18865,2024-05-05,Sucre (1kg),3,500,Bamba E.,Marcory,Mobile Money,1500
TXN18866,2024-02-06,Lait en poudre (400g),9,1500,Aminata D.,Marcory,Carte bancaire,13500
TXN18867,2024-02-20,Riz (sac 25kg),13,3500,Bamba E.,Plateau,Carte bancaire,45500
TXN18868,2024-01-06,Savon de ménage,12,1000,Koffi C.,Plateau,Carte bancaire,12000
TXN18869,2024-01-19,Lait en poudre (400g),18,1500,Koffi C.,Marcory,Espèces,27000
TXN18870,2024-05-31,Farine de blé (1kg),7,750,Bamba E.,Cocody,Espèces,5250
TXN18871,2024-02-17,Farine de blé (1kg),4,750,Adjoua B.,Adjamé,Carte bancaire,3000
TXN18872,2024-01-09,Sucre (1kg),11,500,Koffi C.,Plateau,Mobile Money,5500
TXN18873,2024-06-12,Eau minérale (1.5L),12,500,Bamba E.,Yopougon,Carte bancaire,6000
TXN18874,2024-01-10,Huile végétale (5L),7,2000,Adjoua B.,Adjamé,Mobile Money,14000
TXN18875,2024-03-17,Tomate concentrée,7,500,Bamba E.,Marcory,Mobile Money,3500
TXN18876,2024-05-03,Riz (sac 25kg),16,3500,Koffi C.,Marcory,Carte bancaire,56000
TXN18877,2024-04-15,Savon de ménage,7,1000,Kouamé A.,Plateau,Carte bancaire,7000
TXN18878,2024-06-17,Eau minérale (1.5L),12,500,Koffi C.,Plateau,Mobile Money,6000
TXN18879,2024-06-02,Sucre (1kg),13,500,Aminata D.,Plateau,Mobile Money,6500
TXN18880,2024-03-18,Eau minérale (1.5L),1,500,Kouamé A.,Cocody,Espèces,500
TXN18881,2024-01-22,Tomate concentrée,9,500,Bamba E.,Adjamé,Espèces,4500
TXN18882,2024-03-13,Huile végétale (5L),17,2000,,Adjamé,Carte bancaire,34000
TXN18883,2024-04-07,Sucre (1kg),1,500,Aminata D.,Marcory,Espèces,500
TXN18884,2024-05-14,Riz (sac 25kg),13,3500,Koffi C.,Marcory,Mobile Money,45500
TXN18885,2024-02-28,Sucre (1kg),17,500,Kouamé A.,Yopougon,Carte bancaire,8500
TXN18886,2024-03-02,Savon de ménage,15,1000,Adjoua B.,Plateau,Mobile Money,15000
